File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF167WVS	bam	alignments	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RPA, ENCFF001RPB, ENCFF700TXC	17513719275	ENCODE Processing Pipeline	2a50602831c0d382e67edb50a869f53e		https://www.encodeproject.org/files/ENCFF167WVS/@@download/ENCFF167WVS.bam	hg19			released				
ENCFF010PAJ	bigWig	plus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF167WVS	312114853	ENCODE Processing Pipeline	e626c8000ed7e8274e1a45b53d73ebb2		https://www.encodeproject.org/files/ENCFF010PAJ/@@download/ENCFF010PAJ.bigWig	hg19			released				
ENCFF376MAB	bigWig	minus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF167WVS	312048364	ENCODE Processing Pipeline	be8c8ff666a3b2d3473000754d1a0d1c		https://www.encodeproject.org/files/ENCFF376MAB/@@download/ENCFF376MAB.bigWig	hg19			released				
ENCFF435BKD	bigWig	minus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF167WVS	299347245	ENCODE Processing Pipeline	1a818940f1b98895987051d20269f528		https://www.encodeproject.org/files/ENCFF435BKD/@@download/ENCFF435BKD.bigWig	hg19			released				
ENCFF385PZS	bigWig	plus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF167WVS	323983151	ENCODE Processing Pipeline	76346fa47fa316db3bec13d7ec8d2144		https://www.encodeproject.org/files/ENCFF385PZS/@@download/ENCFF385PZS.bigWig	hg19			released				
ENCFF581JJH	bigWig	plus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF111DKK	304082522	ENCODE Processing Pipeline	3b2e2d212f58934ded1841dadfe8ab65		https://www.encodeproject.org/files/ENCFF581JJH/@@download/ENCFF581JJH.bigWig	hg19			released				
ENCFF521RVP	bigWig	minus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF111DKK	285237993	ENCODE Processing Pipeline	4e1d2a6a88d8334dc433dd7e40f55a9b		https://www.encodeproject.org/files/ENCFF521RVP/@@download/ENCFF521RVP.bigWig	hg19			released				
ENCFF977VWO	bigWig	plus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF111DKK	294985923	ENCODE Processing Pipeline	6d9012349f88c3e461a32f03db729ff7		https://www.encodeproject.org/files/ENCFF977VWO/@@download/ENCFF977VWO.bigWig	hg19			released				
ENCFF739XRN	bigWig	minus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF111DKK	295743079	ENCODE Processing Pipeline	76ac66a71c327cedc5f68d97c3fdf989		https://www.encodeproject.org/files/ENCFF739XRN/@@download/ENCFF739XRN.bigWig	hg19			released				
ENCFF174EGJ	bam	alignments	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RPA, ENCFF001RPB, ENCFF839KAI	20092595844	ENCODE Processing Pipeline	9c01c46d4ef528ee372afac871380e60		https://www.encodeproject.org/files/ENCFF174EGJ/@@download/ENCFF174EGJ.bam	hg19			released				
ENCFF621QDF	bam	transcriptome alignments	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RPA, ENCFF001RPB, ENCFF839KAI	11751062937	ENCODE Processing Pipeline	af69cd591b893c063749fe92bac0307d		https://www.encodeproject.org/files/ENCFF621QDF/@@download/ENCFF621QDF.bam	hg19			released				
ENCFF686KAP	bam	alignments	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RMW, ENCFF001RMX, ENCFF839KAI	16230698022	ENCODE Processing Pipeline	8819540b814618671481893baf1bce96		https://www.encodeproject.org/files/ENCFF686KAP/@@download/ENCFF686KAP.bam	hg19			released				
ENCFF224FJF	bigWig	plus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF686KAP	346127195	ENCODE Processing Pipeline	7efdcad694f73ff98b83dac0533c9875		https://www.encodeproject.org/files/ENCFF224FJF/@@download/ENCFF224FJF.bigWig	hg19			released				
ENCFF279APX	tsv	transcript quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF621QDF, ENCFF826ONU	26130443	ENCODE Processing Pipeline	dd62fc444bf84bd53561681dab7733b8		https://www.encodeproject.org/files/ENCFF279APX/@@download/ENCFF279APX.tsv	hg19			released				
ENCFF857UYC	tsv	gene quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF762OXG, ENCFF826ONU	9475611	ENCODE Processing Pipeline	81bba339e9cb643c579de53e2e36c0cd		https://www.encodeproject.org/files/ENCFF857UYC/@@download/ENCFF857UYC.tsv	hg19			released				
ENCFF296WOE	bigWig	minus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF174EGJ	335467963	ENCODE Processing Pipeline	7e927917a13488e63311ef5ee2fa9e94		https://www.encodeproject.org/files/ENCFF296WOE/@@download/ENCFF296WOE.bigWig	hg19			released				
ENCFF726GGW	tsv	gene quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF621QDF, ENCFF826ONU	9499086	ENCODE Processing Pipeline	78f6f736e60524c6a954369df23ecdb2		https://www.encodeproject.org/files/ENCFF726GGW/@@download/ENCFF726GGW.tsv	hg19			released				
ENCFF629ZMD	tsv	transcript quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF762OXG, ENCFF826ONU	26053556	ENCODE Processing Pipeline	12fcfe7d2b71377f51f28c7d1fe41dbd		https://www.encodeproject.org/files/ENCFF629ZMD/@@download/ENCFF629ZMD.tsv	hg19			released				
ENCFF899DZX	bigWig	plus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF174EGJ	349353579	ENCODE Processing Pipeline	f4943db0b20226283e6cd3487e0945e0		https://www.encodeproject.org/files/ENCFF899DZX/@@download/ENCFF899DZX.bigWig	hg19			released				
ENCFF535YRL	bigWig	plus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF174EGJ	366035971	ENCODE Processing Pipeline	9a62d7308c8447c55c7f4344eab74c55		https://www.encodeproject.org/files/ENCFF535YRL/@@download/ENCFF535YRL.bigWig	hg19			released				
ENCFF588GIL	bigWig	minus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF686KAP	337361769	ENCODE Processing Pipeline	9dd8c374159ea4dbbfd62250280a3194		https://www.encodeproject.org/files/ENCFF588GIL/@@download/ENCFF588GIL.bigWig	hg19			released				
ENCFF762OXG	bam	transcriptome alignments	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RMW, ENCFF001RMX, ENCFF839KAI	7358998203	ENCODE Processing Pipeline	422f41e66a10d1f8242d5e2e95454d2d		https://www.encodeproject.org/files/ENCFF762OXG/@@download/ENCFF762OXG.bam	hg19			released				
ENCFF640JJY	bigWig	minus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF174EGJ	353662504	ENCODE Processing Pipeline	0a299a915df4f9da0f47d315cf66869a		https://www.encodeproject.org/files/ENCFF640JJY/@@download/ENCFF640JJY.bigWig	hg19			released				
ENCFF078TOW	bigWig	minus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF686KAP	317628987	ENCODE Processing Pipeline	5133726e33972d2770fd42392199b69b		https://www.encodeproject.org/files/ENCFF078TOW/@@download/ENCFF078TOW.bigWig	hg19			released				
ENCFF729JTO	bigWig	plus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF686KAP	328488581	ENCODE Processing Pipeline	c41edce7e99e03ddbdb875458b9990a5		https://www.encodeproject.org/files/ENCFF729JTO/@@download/ENCFF729JTO.bigWig	hg19			released				
ENCFF575PML	bam	alignments	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RPA, ENCFF001RPB, ENCFF742NER	21058672237	ENCODE Processing Pipeline	4e32b2e460098a4a8c2ebc820b8d3159		https://www.encodeproject.org/files/ENCFF575PML/@@download/ENCFF575PML.bam	GRCh38			released				
ENCFF538UWI	bam	transcriptome alignments	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF001RPA, ENCFF001RPB, ENCFF742NER	11902049498	ENCODE Processing Pipeline	c11d0ecfc6835f27a410b7c39d037787		https://www.encodeproject.org/files/ENCFF538UWI/@@download/ENCFF538UWI.bam	GRCh38			released				
ENCFF413CTV	bam	alignments	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RMW, ENCFF001RMX, ENCFF742NER	17160863511	ENCODE Processing Pipeline	fad17105f66893c4b3388296cbdfd0ab		https://www.encodeproject.org/files/ENCFF413CTV/@@download/ENCFF413CTV.bam	GRCh38			released				
ENCFF943MJJ	bam	transcriptome alignments	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF001RMW, ENCFF001RMX, ENCFF742NER	7415283083	ENCODE Processing Pipeline	153aa4313154078b9659c9699d27009f		https://www.encodeproject.org/files/ENCFF943MJJ/@@download/ENCFF943MJJ.bam	GRCh38			released				
ENCFF662LCW	bigWig	minus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF575PML	335060544	ENCODE Processing Pipeline	f81d449da2ba2938f31c517403170c99		https://www.encodeproject.org/files/ENCFF662LCW/@@download/ENCFF662LCW.bigWig	GRCh38			released				
ENCFF956VYD	bigWig	minus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF575PML	356201579	ENCODE Processing Pipeline	f1ac2864ee0ff07f69a99301b1093997		https://www.encodeproject.org/files/ENCFF956VYD/@@download/ENCFF956VYD.bigWig	GRCh38			released				
ENCFF412WPE	bigWig	plus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF575PML	349331241	ENCODE Processing Pipeline	c1298d63edef15e8cc25df86b25f6058		https://www.encodeproject.org/files/ENCFF412WPE/@@download/ENCFF412WPE.bigWig	GRCh38			released				
ENCFF665BTK	bigWig	plus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF575PML	369731779	ENCODE Processing Pipeline	40ec34970b78d5ff2fdd64ad6cd01f2a		https://www.encodeproject.org/files/ENCFF665BTK/@@download/ENCFF665BTK.bigWig	GRCh38			released				
ENCFF066TLK	bigWig	minus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF413CTV	318802465	ENCODE Processing Pipeline	c076ba592d4a88279b011a6e168fbc4f		https://www.encodeproject.org/files/ENCFF066TLK/@@download/ENCFF066TLK.bigWig	GRCh38			released				
ENCFF302DPE	bigWig	plus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF413CTV	348847985	ENCODE Processing Pipeline	91b992317291fd96cfecb53953eec7fb		https://www.encodeproject.org/files/ENCFF302DPE/@@download/ENCFF302DPE.bigWig	GRCh38			released				
ENCFF803YED	tsv	gene quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF538UWI, ENCFF940AZB	9864027	ENCODE Processing Pipeline	f89da79466c3640c0275d34f9660c86c		https://www.encodeproject.org/files/ENCFF803YED/@@download/ENCFF803YED.tsv	GRCh38			released				
ENCFF758AYW	bigWig	plus strand signal of unique reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF413CTV	329886223	ENCODE Processing Pipeline	0b65e46e19648644419ae4a557fee076		https://www.encodeproject.org/files/ENCFF758AYW/@@download/ENCFF758AYW.bigWig	GRCh38			released				
ENCFF386FWM	tsv	transcript quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF538UWI, ENCFF940AZB	26564336	ENCODE Processing Pipeline	65b733dd28dcc3d12e33ce5945348cde		https://www.encodeproject.org/files/ENCFF386FWM/@@download/ENCFF386FWM.tsv	GRCh38			released				
ENCFF869RFO	bigWig	minus strand signal of all reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF413CTV	339058617	ENCODE Processing Pipeline	af805df6e8c2b338b0db25f40a97a70b		https://www.encodeproject.org/files/ENCFF869RFO/@@download/ENCFF869RFO.bigWig	GRCh38			released				
ENCFF455HQT	tsv	gene quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF940AZB, ENCFF943MJJ	9839496	ENCODE Processing Pipeline	a3e1f5f44a1e3510cc703050bd0cd6f1		https://www.encodeproject.org/files/ENCFF455HQT/@@download/ENCFF455HQT.tsv	GRCh38			released				
ENCFF355IOM	tsv	transcript quantifications	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	embryonic	female	28 week, 19 week	Homo sapiens							RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF940AZB, ENCFF943MJJ	26486800	ENCODE Processing Pipeline	8c8af34ff234d0056a58e3f2d88be32d		https://www.encodeproject.org/files/ENCFF355IOM/@@download/ENCFF355IOM.tsv	GRCh38			released				
ENCFF757DPD	bam	alignments	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	female	51 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF241TGO, ENCFF610XMR, ENCFF742NER	9410650196	ENCODE Processing Pipeline	13cabc5cdcf2621d84ceb6a0d9c56499		https://www.encodeproject.org/files/ENCFF757DPD/@@download/ENCFF757DPD.bam	GRCh38			released				
ENCFF724WNO	bam	transcriptome alignments	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	female	51 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF241TGO, ENCFF610XMR, ENCFF742NER	10750973991	ENCODE Processing Pipeline	87c7417b5eef364a9d6bb89da30515fd		https://www.encodeproject.org/files/ENCFF724WNO/@@download/ENCFF724WNO.bam	GRCh38			released				
ENCFF425MPW	bigWig	minus strand signal of unique reads	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	female	51 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF757DPD	107605034	ENCODE Processing Pipeline	45a5ae6c6815b3a37d26a5ac35a7bbef		https://www.encodeproject.org/files/ENCFF425MPW/@@download/ENCFF425MPW.bigWig	GRCh38			released				
ENCFF062IBI	bigWig	plus strand signal of unique reads	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	female	51 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF757DPD	111425042	ENCODE Processing Pipeline	290e7013be001b00ce6388e7a23f1cdd		https://www.encodeproject.org/files/ENCFF062IBI/@@download/ENCFF062IBI.bigWig	GRCh38			released				
ENCFF344INN	bigWig	plus strand signal of all reads	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	female	51 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF757DPD	122957912	ENCODE Processing Pipeline	dec752bdc82aac1ae9fcd23c6623ffb8		https://www.encodeproject.org/files/ENCFF344INN/@@download/ENCFF344INN.bigWig	GRCh38			released				
ENCFF026VTC	bigWig	minus strand signal of all reads	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	female	51 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF757DPD	116676123	ENCODE Processing Pipeline	d17bf8d81209693db395974b4e760712		https://www.encodeproject.org/files/ENCFF026VTC/@@download/ENCFF026VTC.bigWig	GRCh38			released				
ENCFF595YRJ	tsv	gene quantifications	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	female	51 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF724WNO, ENCFF940AZB	9822034	ENCODE Processing Pipeline	bda8fb168ca4e708a3be0abd1fc0b694		https://www.encodeproject.org/files/ENCFF595YRJ/@@download/ENCFF595YRJ.tsv	GRCh38			released				
ENCFF078HYS	tsv	transcript quantifications	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	female	51 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF724WNO, ENCFF940AZB	26486414	ENCODE Processing Pipeline	7e9e9793298de1abce739535b47cad11		https://www.encodeproject.org/files/ENCFF078HYS/@@download/ENCFF078HYS.tsv	GRCh38			released				
ENCFF303BKD	bam	alignments	ENCSR035SKV	RNA-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	female	51 year	Homo sapiens							RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF241TGO, ENCFF610XMR, ENCFF839KAI	8978381853	ENCODE Processing Pipeline	194911da55bda21173614b0c985062b1		https://www.encodeproject.org/files/ENCFF303BKD/@@download/ENCFF303BKD.bam	hg19			released				
